"salario","ingles","genero","ciudad","edad","experiencia","estudio","anos_prom_emps","test_intel_emocional","test_program","amigos_en_plat","num_publ_plat","num_reacc_plat","tipo_de_cargo"
5002.1450018018,"A1","M","Montevideo",36.4265716946684,6.21749063294683,"Especialización",10.9584012581342,41.4574103521052,37.0365720498376,89,301,1233,"Senior"
6540.41426785296,"C2","M","Lima",25.654528043,4.91293069394171,"Pregrado",9.59359320674712,48.2562006827336,37.2360864491202,550,723,2739,"Senior"
5049.18548109618,"C1","F","Buenos Aires",28.1158690850716,4.59716936870708,"Master",10.2442893834644,41.7919644135421,52.8499358473346,362,1681,850,"Junior"
5464.91814222632,"A2","M","Buenos Aires",36.4703294842038,6.56517466754963,"Bachillerato",10.1140082875162,44.1688701656709,14.3634235556237,541,1548,655,"Senior"
5694.72875273823,"B1","F","Buenos Aires",39.871228975011,7.34920652715295,"Pregrado",10.2293657781516,44.9996858572059,54.2457838007249,621,132,1662,"Junior"
4169.72298996702,"A2","M","Buenos Aires",58.8638130177278,10.0860692928031,"Pregrado",8.16281457909498,36.5064535140607,62.9762251349166,251,894,1057,"Senior"
8658.29226288133,"B1","F","Buenos Aires",53.8734786373097,11.6124827719565,"Bachillerato",10.0074719433763,56.7022963559562,31.117539559491,459,809,2815,"Senior"
16580.0153470984,"B1","M","Caracas",53.5967729517724,10.872727708191,"Pregrado",10.7840431116607,-99,96.8174424534664,107,584,1892,"Senior"
13951.0502915284,"A1","M","Buenos Aires",34.7245245436206,5.80676797171218,"Pregrado",9.26097259275392,-99,24.3995194369927,20,691,1317,"Junior"
9673.28661219538,"A2","F","Caracas",39.4965364944655,9.15312221996304,"PhD",11.2084368571797,60.0305193685594,61.7714185453951,101,1865,876,"Senior"
16451.5823563764,"C1","M","Bogota",36.6349690428469,7.7534580300462,"Master",7.7543588007265,-99,47.8712991019711,228,605,120,"Junior"
6121.29952932021,"C1","M","San Jose",36.5670819636434,7.01834490973642,"Master",10.337997328466,47.6394281360618,21.0186737636104,149,1822,1650,"Junior"
8836.81204270339,"A2","F","Bogota",54.4683681193274,11.7887992849105,"Pregrado",11.1948966094077,57.1610052883602,42.7856686618179,846,11,968,"Senior"
8911.63228418041,"C1","F","Montevideo",28.0554520650767,6.48922390054838,"Pregrado",8.25872260699419,57.0250679002643,99.8853543610312,418,598,1448,"Junior"
17222.4606902777,"A1","M","Lima",26.8019714180846,6.1819753652544,"Pregrado",7.1028636692131,-99,81.809766383376,565,561,2430,"Junior"
8101.07822519238,"C1","M","Mexico City",49.2967690781225,10.5479940697246,"Pregrado",8.60545780105982,55.5091220328007,41.4866360486485,588,195,664,"Junior"
8437.04195749783,"C2","F","Buenos Aires",39.6959858594928,8.49311482543615,"Especialización",9.98094550937271,54.4313412283007,94.3279349221848,75,1795,277,"Senior"
6868.78656925555,"B2","M","Quito",28.3339969147928,5.60488767238184,"Pregrado",10.5582112281498,49.5047063153862,74.1877641226165,772,1150,2393,"Junior"
6307.86709014446,"B2","M","Guatemala City",25.5073601040058,4.79550935706124,"Bachillerato",6.16964838390275,47.5522986900807,54.5719391596504,588,643,531,"Junior"
6319.07942784361,"B2","F","Montevideo",35.8955393473152,6.79863686845066,"PhD",8.85072382920125,46.9562319919009,83.1020825565793,774,1922,2406,"Junior"
5901.60606803274,"B2","F","Caracas",50.1042977042962,9.32615256193873,"Pregrado",6.4226917565858,44.4423441686359,68.9439290319569,440,540,120,"Senior"
6678.98801558557,"C1","M","San Jose",55.096019896213,10.811286701223,"Master",11.6578486388606,48.3366617758432,42.4671292887069,633,1729,2543,"Senior"
4548.71559676455,"B1","M","Buenos Aires",48.958406931255,8.52628503468274,"Master",9.26437794830409,39.8768291874539,52.4738396843895,750,509,2467,"Junior"
11863.1400916597,"C1","F","Guatemala City",36.1024237468373,9.38944071470597,"Especialización",12.0355989165647,67.3516477227081,63.8521935069002,696,40,2694,"Senior"
9645.67821560306,"B2","F","Bogota",29.7603869622108,7.16003939074714,"Pregrado",6.15820724686576,59.6636959864399,75.3579848003574,983,386,1129,"Senior"
14135.5002868454,"C2","F","Mexico City",27.6278072779533,4.4024528723873,"PhD",8.32519687891472,-99,42.0399757893756,284,39,926,"Junior"
6351.66359914915,"A1","M","Bogota",37.8553973450325,7.16819463370743,"Master",11.1395725890982,46.7769213176074,62.7830604882911,69,1118,2758,"Senior"
6178.63519179375,"A2","M","Mexico City",34.1432636438403,6.36199737514485,"Pregrado",10.4655104200099,46.2667571710142,56.4943229104392,428,1142,970,"Senior"
8749.35265796179,"C2","M","Guatemala City",52.9366668905132,11.3672984964389,"PhD",8.55638581482435,56.2397209466905,63.4163220529445,310,1448,2777,"Senior"
7087.53883779717,"B1","F","Lima",27.2878998795059,5.37421090942934,"PhD",10.6224033843894,49.3330474682254,89.9442626163363,432,1709,1813,"Senior"
7533.2370250554,"C2","F","Caracas",43.9485810124315,9.04303471648106,"Especialización",10.0524542496566,52.026548111958,88.0414800299332,448,1853,1748,"Junior"
15955.8220067818,"A1","F","Caracas",34.198300377233,6.81111332009789,"Master",12.7725405555302,-99,84.8081232677214,651,877,2210,"Junior"
6803.6480923005,"C2","M","Mexico City",28.4138690875843,5.63990336022555,"Especialización",6.40549608921284,49.6570363416695,24.5546300127171,21,122,1205,"Senior"
9493.09802848385,"A1","M","Lima",48.0580596681684,10.9802142176481,"Bachillerato",11.4803315596674,60.9488182721157,39.825797076337,237,561,1108,"Junior"
6610.14992032967,"B2","F","Bogota",53.7271607199218,10.5196611583251,"Bachillerato",5.43070647063834,48.1938321147259,93.3555209566839,490,1309,1299,"Junior"
10214.148094152,"A2","M","Quito",24.5222930538002,6.42092921518959,"Master",10.0683533303549,62.1317648354363,93.2535209064372,889,1891,1015,"Junior"
4146.56241902435,"B1","M","Quito",52.4441026556306,8.94006772689589,"Pregrado",9.7602209354326,37.6099775661582,67.2847784264013,280,881,2097,"Junior"
16827.9929420205,"B1","M","Buenos Aires",47.0966298258863,10.0039397148133,"Pregrado",12.0551094901333,-99,81.3618855481036,303,1945,812,"Junior"
7093.06064585875,"B2","M","Santiago",45.2132721347734,9.1665086707993,"Bachillerato",10.7072495749919,50.9908339507569,61.4571722154506,987,1227,2562,"Junior"
7025.4512709218,"C2","F","Quito",40.1473374557681,8.2454090598976,"PhD",12.9350647014696,51.7275325499518,13.543811768759,467,1107,2793,"Junior"
16285.48629518,"B2","M","Caracas",33.1911161411554,7.01786271099096,"Especialización",10.2635589267938,-99,35.8891519508325,7,306,1399,"Junior"
15088.0401151777,"A1","F","Mexico City",25.8747049081139,4.67261752851348,"PhD",12.392894510597,-99,53.2757429615594,65,849,28,"Junior"
6421.07211101392,"A1","F","Santiago",47.6753324710298,9.20185911053655,"PhD",10.7392818778025,47.3343409306446,49.1422377130948,932,1039,2823,"Senior"
14571.0404680978,"A1","M","Buenos Aires",26.2896423575003,4.23935308839297,"PhD",14.468198453636,-99,93.9222898473963,475,1231,1306,"Junior"
4933.65926831129,"A1","M","Quito",54.6311480759177,9.85443838870797,"Master",10.5729103988329,41.4256701881954,68.1112527078949,844,253,2501,"Junior"
7383.52006436944,"C1","M","Lima",26.5602675962728,5.61558216065881,"Bachillerato",10.4292708813634,52.4282291312341,10.0746067333966,833,743,1551,"Senior"
7427.05062827499,"B1","M","Caracas",44.5303656449541,9.35428290762026,"Pregrado",10.238085647006,53.5856782290354,11.75701697357,770,1492,1445,"Junior"
16072.8589762415,"C2","M","Mexico City",46.0770684361923,9.26841791396897,"Bachillerato",8.76084025471345,-99,36.727711239364,606,385,443,"Senior"
8566.10253657766,"A2","F","San Jose",27.0597374367062,6.33421495522098,"Bachillerato",13.1435742892895,57.3781397430379,34.6371578029357,561,348,183,"Junior"
19012.1875013093,"C1","F","Lima",58.0209600119852,13.6542766880242,"Pregrado",7.56923390361471,-99,84.6524205314927,528,119,1954,"Junior"
15485.4602498395,"C2","F","Caracas",48.6800926758442,9.24498736911231,"PhD",7.47234720306244,-99,74.8953480646014,242,1053,1127,"Senior"
3009.14008583545,"A2","F","Guatemala City",24.6779726501554,2.62642565439027,"PhD",7.27738750455074,31.5266489948735,71.2500299606472,618,659,84,"Junior"
8735.20892754517,"B2","M","Santiago",53.6715917950496,11.7400568834722,"Especialización",12.1909743078106,58.0459081956981,44.5775403338484,866,38,234,"Junior"
5379.97973910639,"B2","F","San Jose",37.6533925612457,6.82147774966675,"Especialización",9.91261474793909,44.3263938993409,26.6746120387688,766,1495,2492,"Junior"
5416.47717004721,"A2","F","Bogota",40.381681279745,7.38832763948163,"Bachillerato",9.58316002744398,44.4959310682611,29.0532344928943,192,1258,2206,"Junior"
9252.14378424271,"B1","F","Buenos Aires",34.5698095855769,7.93953328681208,"Pregrado",9.67378430247601,58.2045709575736,73.3322939253412,376,1943,154,"Senior"
15265.5538623951,"B1","M","Santiago",39.7539068267215,7.66600835829329,"Master",11.7754625616529,-99,33.6238997243345,758,1733,2178,"Junior"
4759.06110131764,"B1","M","San Jose",54.7234232267365,9.72396693309276,"PhD",11.4423331125973,40.2342583019637,30.3713775519282,92,945,51,"Senior"
7516.76511401273,"C2","M","Guatemala City",44.3437567898072,9.0500548377106,"Especialización",8.63344620456772,51.4504278379932,63.3867665822618,658,1558,1837,"Senior"
6672.47314589054,"C1","M","Guatemala City",48.0150963724591,9.46412791205277,"Especialización",12.6631046757124,48.8888691004876,23.2633636519313,717,1528,675,"Senior"
6656.02532326457,"C1","M","Mexico City",31.8020307142287,6.36617032874564,"PhD",11.9015137798312,50.0461134871991,14.5937888906337,860,1709,1865,"Junior"
16326.0914044593,"A2","F","Quito",27.6445269663818,5.91418579440269,"Master",10.2443141630493,-99,11.249652642291,214,1520,1697,"Senior"
6355.7018607751,"B2","M","San Jose",26.5665813183878,4.94265623188514,"Bachillerato",9.7975060367956,47.0347197456607,82.7366950293072,279,180,1527,"Junior"
8206.86062583953,"A2","F","Mexico City",51.6152212184388,10.9674207922066,"Master",8.37889320531738,55.1550123881507,82.2308076941408,836,1369,779,"Junior"
6393.92927280674,"B1","M","Montevideo",37.1597304344177,7.21145952506479,"PhD",11.4747122788485,48.23610750545,11.3539441372268,284,868,1083,"Senior"
7477.47177040032,"A1","F","Lima",50.4476471813396,10.4213114001836,"Pregrado",14.5368261476498,52.6542557113256,63.5765246767551,849,1003,871,"Junior"
9244.1311234209,"B1","F","Guatemala City",54.3700121713337,11.9708414474161,"Bachillerato",12.8961920586911,58.7747121051948,37.6626510778442,621,947,578,"Senior"
7730.70466704176,"C2","F","Caracas",49.6505680538248,10.3652951015988,"PhD",9.91471165498234,53.4814519266704,64.5499782916158,253,1038,1895,"Junior"
6260.69417668981,"A1","M","Lima",29.1958719175309,5.51324279797495,"Pregrado",8.45153823037815,47.3925473157502,29.402877013199,622,1530,42,"Senior"
9662.05634820873,"A2","F","Quito",45.434887596406,10.2357851377323,"Bachillerato",8.57544356173471,59.1904609476087,95.3082406590693,60,1319,443,"Senior"
8534.57638646058,"A1","M","San Jose",57.1883419072255,12.4311722374072,"PhD",11.1919633666588,57.948030847697,19.5315100252628,916,870,1533,"Junior"
8040.64141539471,"C2","F","Bogota",58.4464437384158,12.2376857071912,"PhD",10.0151749172706,54.3871756760646,20.754178094212,886,836,1403,"Senior"
7150.71861485057,"C1","F","Bogota",33.5976522553246,6.95826218617637,"Master",7.76388589967469,51.9098538808915,22.6483803777955,688,842,1568,"Junior"
5870.48801689579,"C2","F","Caracas",55.4693598507438,10.4659658941094,"Especialización",9.32638830111171,44.976751391685,36.3569829729386,954,298,2075,"Senior"
9941.91179609978,"A2","F","Santiago",45.6711604688317,10.4948845422963,"Pregrado",7.70220008683226,60.8852195882401,63.8862612703815,560,1907,3000,"Senior"
5782.16049931177,"C2","M","San Jose",24.4501973697916,4.28977988681119,"Especialización",8.3112627194864,45.197923302823,28.8131069438532,784,487,2847,"Senior"
11525.5904158146,"C1","F","Bogota",45.8783035036176,11.3629936937401,"Master",12.7477171303965,67.4986639441326,50.7097967481241,801,1725,2858,"Junior"
10270.0734735021,"C1","M","Bogota",35.3263265741989,8.59787594102497,"Especialización",11.5128054792978,62.2608850094815,50.7546495692804,269,1731,2056,"Senior"
6528.61791895506,"B2","M","Caracas",27.877142991405,5.33972823918052,"Pregrado",6.06015099167729,48.1143971271962,44.3587085604668,297,84,2211,"Senior"
5206.39895410813,"A2","M","San Jose",51.2027868626174,9.21413647221669,"Bachillerato",10.864333865583,41.7886327975458,98.8815890392289,230,656,2871,"Junior"
5212.66458252128,"A2","M","Montevideo",58.8606627818663,11.061725992674,"Pregrado",12.3345562509798,44.3167474904056,10.9134813700803,863,704,630,"Junior"
7584.3623851005,"C2","F","San Jose",28.9122297903523,6.03932966722699,"Pregrado",9.77860858554543,52.0550696732522,87.8938246751204,725,814,2028,"Junior"
6102.420280235,"A1","F","Montevideo",55.4375478599686,10.8408176935314,"Pregrado",11.467352503379,48.026464972301,18.3428448438644,157,325,302,"Junior"
6051.3089214149,"A1","M","Quito",24.6915912579279,4.59077565218786,"Especialización",8.12522293445412,47.2196592048181,26.388322331477,854,1888,1501,"Junior"
5086.6156142159,"C1","M","Montevideo",53.2746778612491,9.7033170049848,"Master",7.08364745366381,42.3870514618799,50.2989564440213,634,1997,2277,"Junior"
7052.32896273329,"A1","M","San Jose",24.5515718157403,4.86528663833914,"Especialización",9.04220512930848,49.6397782015286,75.6181056401692,558,1408,46,"Senior"
5491.51867810617,"C1","F","Bogota",39.2280238538515,7.06070030131322,"Master",9.19180965917423,43.7207642443434,27.0966091379523,49,625,488,"Senior"
3965.76882041356,"B2","M","Caracas",58.9735611164942,10.1267702867107,"Pregrado",11.6322044119282,36.6564645072949,22.5380286830477,283,517,340,"Senior"
6277.1949066577,"C1","M","Bogota",52.365359227173,10.0928453251468,"Bachillerato",11.4495151970322,46.9581878376979,29.1513361828402,599,1750,2411,"Senior"
16961.9270754809,"A2","F","Montevideo",50.952076938469,11.1094119967546,"Pregrado",7.47408617581905,-99,25.1855403068475,957,1825,1131,"Junior"
6222.82226410424,"C2","F","Buenos Aires",38.0332209377084,7.03129722493329,"Pregrado",10.1024902106979,45.3972242991329,86.7731803143397,63,1079,1896,"Senior"
8197.91622681461,"C1","F","Guatemala City",32.8485249271616,7.17766930765736,"Master",9.4621847540333,54.8637145778003,76.6014037164859,460,1198,2288,"Junior"
4214.04212521095,"C2","F","San Jose",26.9762369464152,3.77736468099387,"Bachillerato",7.03619365812946,37.0569383336867,61.2722187954932,411,1089,753,"Senior"
15881.2946841792,"A2","F","Guatemala City",50.0124803276267,9.9469341000008,"Bachillerato",7.76301706726254,-99,86.9802573276684,512,1234,1127,"Junior"
7957.54547931694,"B1","F","Montevideo",54.4820828617085,11.4158237762852,"PhD",13.7371898678676,54.1552576315477,23.3450777991675,44,1381,1025,"Senior"
16138.3566833359,"A2","M","Caracas",54.8809997071512,11.277353303597,"Especialización",9.03794155531534,-99,43.9711399399675,864,1585,2123,"Junior"
7228.80346139909,"C1","F","Montevideo",44.2472872217186,8.95513363849266,"Bachillerato",9.03776103027159,50.8454095531915,38.7679127184674,265,889,1719,"Senior"
5432.51290892277,"A1","M","Mexico City",27.9012298570015,4.93953996309491,"Bachillerato",9.10854096663586,44.874351933557,12.6938744657673,463,997,440,"Junior"
14750.4578791397,"B1","F","Mexico City",54.1186594727915,9.97402754852471,"Bachillerato",10.1647618986483,-99,44.9073141603731,223,1596,897,"Senior"
5327.21087214615,"B1","F","Buenos Aires",41.0601642981637,7.18790406902783,"Pregrado",11.7852431743464,41.8069696751607,73.8495122105815,936,964,1182,"Senior"
6961.84958747895,"B1","M","Santiago",26.7551517693792,5.46867695097596,"Especialización",10.8932266447088,50.941172776801,32.3342909268104,712,1426,1571,"Junior"
5382.06881860396,"A1","M","Guatemala City",32.6053759977221,5.57360058535963,"Pregrado",9.14567000498013,42.4202030865216,68.3110327715985,402,1244,1762,"Senior"
50000,"C2","F","Lima",55.4452625135891,10.5984950590172,"Master",10.524633655005,-99,25.0758569221944,284,97,934,"Junior"
6706.66680879879,"A1","M","Caracas",34.2885149372742,6.60161079525659,"Bachillerato",10.6291195361938,47.951262462414,79.515341068618,705,735,1085,"Senior"
18612.3184412447,"C1","M","Caracas",26.2072118648794,7.08530437820808,"PhD",9.18825726637061,-99,53.1408165115863,225,582,2789,"Junior"
5630.96516684505,"C2","M","Lima",31.9363749874756,5.73532509579966,"Bachillerato",10.9741638184752,44.7844007864363,15.4333229316399,297,687,1639,"Senior"
7382.65639985918,"A1","F","Santiago",51.2285991802346,10.4811064083318,"Especialización",9.30622956862067,51.8830925782789,79.3641073955223,890,604,1771,"Junior"
7472.7592503226,"B2","M","Guatemala City",54.763193895109,11.0305996285855,"Especialización",12.4624102981773,50.6236867965097,88.9310494437814,502,1655,761,"Senior"
5432.20569446978,"C2","F","Buenos Aires",51.8840857686009,9.41496051959006,"PhD",9.77951878437586,42.305146926959,63.0757528170943,953,616,1172,"Senior"
15809.8178621039,"C1","M","San Jose",35.8414326594211,7.09697844576062,"Bachillerato",11.779046785321,-99,64.8790946626104,777,1530,1941,"Junior"
50000,"A1","M","Guatemala City",24.2972147904802,6.30399381651939,"PhD",10.3888511018742,-99,47.8614523354918,864,1714,1102,"Junior"
7681.88671119227,"A2","F","Buenos Aires",30.8429452867713,6.62009311043347,"PhD",8.11377416958496,53.6120324246337,14.36631946126,577,1052,1408,"Senior"
16221.9503941281,"B1","F","Montevideo",45.0075551224872,9.04274394649039,"Master",10.1307582767447,-99,68.5832919902168,73,1863,539,"Senior"
5999.06077946283,"B1","F","Guatemala City",58.9781717802398,11.3731375237083,"Pregrado",7.83748242789565,46.620025341283,55.1707835821435,520,1688,1449,"Junior"
3436.82867980027,"B1","F","Caracas",41.9349860746879,6.33374999339707,"Master",11.6053193416341,33.5740222276759,80.7740672468208,900,361,2795,"Junior"
9415.20303927094,"C2","F","Guatemala City",33.9754834570922,7.92643390483262,"Especialización",10.091646619191,59.0506977073134,59.2323902482167,36,103,87,"Senior"
13813.9149981542,"B1","M","Santiago",40.3320157548878,6.60576308005275,"Bachillerato",12.1960969601135,-99,49.9714263901114,114,1413,1156,"Senior"
8701.15464696158,"B1","F","San Jose",29.9703417855781,6.73401586799295,"Bachillerato",8.75306439051378,55.9195800870187,85.4017657763325,633,121,758,"Senior"
11266.8187520758,"B2","F","Buenos Aires",42.4693399269599,10.4029715546095,"Master",12.4170065239686,65.2728285537399,70.8161476580426,474,246,1737,"Senior"
4034.9506996402,"A1","M","Montevideo",40.1022443510592,6.57655570924004,"Master",8.28043817316015,38.4488547122256,14.6495702886023,990,893,214,"Junior"
8242.65536683963,"B2","F","Bogota",29.26240998297,6.55426633196871,"PhD",11.030673570698,55.6142746829977,21.3387358351611,770,581,1955,"Senior"
6768.66055316983,"B1","M","Bogota",42.0369053350296,8.14518357760345,"Master",10.3425409513797,47.9024200847803,84.3734852736816,775,844,172,"Senior"
4188.45748668303,"B1","F","San Jose",32.4509652527049,4.9180488913955,"Bachillerato",7.86530096640469,37.4228467268361,46.128586998675,418,1237,880,"Senior"
4396.06212930176,"A1","F","San Jose",55.3638346176594,9.55809926975014,"Pregrado",11.1356742161633,37.882658769746,55.4570192052051,997,1688,939,"Senior"
4136.93126026234,"B2","F","Santiago",43.3193125654943,7.06232633952427,"PhD",10.0449713403053,37.1877106114033,40.3420405043289,443,853,1331,"Senior"
6186.32213173168,"C2","F","Mexico City",42.5251839563716,7.97413026910402,"PhD",11.0171077258279,45.7527478226376,66.1456064344384,968,685,1314,"Senior"
4470.3384629272,"B2","M","Montevideo",30.2344428931829,4.58513299364067,"Especialización",13.9042045859524,38.3059553200328,61.9807257736102,552,500,2977,"Senior"
8095.71306290975,"C2","M","Mexico City",27.6264386656694,6.21320450610971,"Pregrado",8.54996296771666,55.5033341838066,30.0023245974444,754,142,1839,"Junior"
19335.6599691536,"B1","F","Bogota",45.2216767133214,11.1444442831899,"PhD",11.0159221520967,-99,67.5616323528811,667,213,952,"Senior"
4420.38012571948,"B1","M","Quito",56.5072883779649,10.0144271995578,"Bachillerato",11.1182267613425,39.7037561917186,42.1070424141362,831,1177,2589,"Junior"
8680.4022827677,"C1","M","Buenos Aires",47.9037550322246,10.3684898539201,"Master",8.46810026325576,56.3019107798014,50.5727988365106,661,758,1020,"Senior"
8575.97714616033,"C1","F","Mexico City",37.4366774791852,8.25637773683794,"Master",7.26016583009646,56.1523379280073,46.0622637229972,11,365,2018,"Senior"
16132.0705891987,"B1","F","Caracas",48.9895096593536,10.1301045108208,"PhD",12.2947216815943,-99,29.9596980726346,47,1044,2700,"Junior"
4894.1644551521,"C1","M","Caracas",46.4790632433724,8.28743604039747,"PhD",12.5800995630814,41.9329871337839,32.3087499896064,926,1642,2534,"Junior"
15703.9200368476,"A2","M","Mexico City",45.9168293930124,9.06391327197183,"Pregrado",14.3288632408407,-99,25.8633579523303,433,1427,278,"Senior"
15324.4973192519,"A2","F","Mexico City",48.1738204623107,9.35436875729189,"PhD",8.43513544406411,-99,48.9076255611144,637,150,905,"Junior"
16946.5667014823,"B1","M","Santiago",32.8143005501479,7.12584964325006,"Especialización",11.2671859795286,-99,64.8724261671305,615,385,1597,"Senior"
6391.14771487881,"C1","M","Buenos Aires",50.2277642532717,9.67311409455052,"Bachillerato",14.1268812487331,47.0204899511694,46.8149249535054,954,49,1144,"Senior"
9289.02795620054,"A1","F","Mexico City",50.9257035164628,11.1621140899782,"Pregrado",8.54440231939335,57.815787093485,92.132512666285,724,1444,2537,"Senior"
6280.99377132905,"C2","M","Quito",40.2033396912739,7.66608708048776,"Especialización",11.2496396440414,47.0033531378639,35.2943972893991,216,849,2585,"Senior"
9116.1862788073,"C1","M","Quito",50.6608749493025,11.1848864554398,"Master",7.56593813161397,58.4216917246347,29.4041124428622,379,249,2047,"Senior"
50000,"B2","F","Mexico City",27.9583183801733,4.54248666936859,"PhD",11.0042455217918,-99,59.7178143193014,665,468,1506,"Senior"
4534.36378494701,"C1","M","Buenos Aires",44.112195458496,7.56228384694109,"Bachillerato",11.6870853064226,39.9187580419351,41.5173960407265,245,589,2405,"Junior"
14986.5711674177,"C1","F","Santiago",52.7338712636847,13.7878141876793,"Pregrado",12.7789579000687,75.9283194795392,94.4241780089214,579,1948,149,"Senior"
15433.6236977513,"A1","F","Lima",24.4140023270156,4.46594287724269,"PhD",12.2648771086881,-99,66.6601394722238,90,1349,793,"Senior"
16278.9661488213,"C1","M","Caracas",31.2769826138392,6.55362411430856,"Especialización",7.48685109625564,-99,49.3281705374829,939,358,604,"Junior"
7988.33376015392,"B2","F","Montevideo",33.8605425248388,7.40867817900161,"Bachillerato",8.62799009544181,55.0925573922708,36.0619435016997,237,492,2450,"Junior"
5882.45643847363,"A2","F","Mexico City",32.2556787680369,5.96735512789863,"Pregrado",9.9020119395825,46.12975499433,13.2996836001985,289,876,2531,"Senior"
16599.8298190119,"C2","F","Buenos Aires",54.932076415047,11.503277327323,"PhD",14.5545269748281,-99,59.3543020752259,454,440,2500,"Junior"
7430.94740881776,"C2","F","Santiago",54.7145326782484,11.3118710630348,"PhD",8.70078340919954,52.9517162190807,38.8336657732725,467,1246,819,"Junior"
6407.27998170623,"A1","F","Guatemala City",40.609982305672,7.90661595349271,"PhD",7.55022596531243,48.2769559388665,53.2917155162431,266,965,68,"Junior"
16330.2192269802,"A1","F","Santiago",47.4381564205978,9.55292431764488,"Master",7.33848030613706,-99,82.8376186545938,207,1540,1895,"Senior"
6811.00989864003,"A2","M","Guatemala City",28.9951853277162,5.76496981180477,"Especialización",13.9281148826251,49.7274619700923,29.6920204022899,725,1031,2247,"Senior"
11249.2780231799,"C2","F","Montevideo",24.390887784306,7.00662945587737,"PhD",9.41219528267495,67.0276151921294,18.0438684555702,426,637,1522,"Junior"
5882.30474150741,"A1","F","Mexico City",50.5992156846914,9.37850704066546,"Especialización",10.1716903425774,44.0693112298174,81.7424018238671,645,1651,1100,"Senior"
4977.27754415975,"C1","M","Montevideo",53.1682575747836,9.53765524788206,"Master",8.11778789914146,41.2320298634027,25.6966363242827,631,1857,936,"Senior"
7271.3482671829,"A2","F","Guatemala City",31.7129078854341,6.3803699762579,"Bachillerato",9.49957202494407,50.3023071933686,82.1178535441868,59,818,1085,"Senior"
50000,"B2","M","Guatemala City",58.2114128335379,11.9527633161507,"Pregrado",9.56506812567968,-99,13.3247993024997,481,314,1095,"Senior"
8169.8413357086,"B2","M","Mexico City",57.4323003003374,11.9229835389777,"Especialización",11.2010945878368,53.4921878312815,86.2403775565326,626,94,1621,"Senior"
